1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,
Jojoba Esters,Jojoba Esters,Jojoba Esters; Jojoba oil esters; Hydrogenated jojoba oil; Jojoba wax esters; Jojoba Butter; Jojoba Wax; Jojoba Oil/Macadamia Seed Oil Esters,Low Risk,Low Risk,"Emollient, Texture Enhancer","Emollient, Skin barrier protection",,1,1–15%,1–15%,,,,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,1,"Jojoba Esters mimic the skin’s natural oils, providing lightweight hydration that helps to balance moisture levels in the skin. They’re effective in treating dryness without clogging pores, leaving the skin soft and hydrated.",1,"Jojoba esters mimic the skin’s natural sebum, providing hydration while helping regulate oil production. They’re effective in balancing oily skin and reducing shine.",0.2,,0.2,,1,"Jojoba esters mimic the skin’s natural sebum, helping balance oil production and smooth uneven texture. They also help minimize the appearance of pores by keeping the skin hydrated and balanced.",0.2,,0.2,,0.2,,0.2,,1,0,0,0,0,1,0,0.2,1,0.2,1 - 10%,Moderately effective,0.5,,
Lauryl Laurate,Lauryl Laurate,Lauryl Laurate; Dodecyl laurate; Lauric acid dodecyl ester; Dodecanoic acid dodecyl ester; Lauryl Ester; Lauryl Ester Wax,Low Risk,Low Risk,"Emollient, Texture Enhancer","Emollient, Skin barrier protection",,4,2–16%,2–16%,,,,0.2,0,-1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,-1,,0,,-1,,0,,0,,0,,-1,,0,,0,,-1,,0.2,0,0,0,0,0,0,0.2,-0.2,0.2,1 - 5%,,1.0,,
Fresh lavender flowers,Lavandula Angustifolia Flower,Fresh lavender flowers; Lavender; Lavandula; Lavandula Angustifolia; Lavender Flower Extract; Lavandula Flower Extract; Lavandula Angustifolia (Lavender) Flower Oil ; Lavandula Angustifolia Extract; Lavender Extract; Lavandula Extract; Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract,Moderate Risk,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,,0,0.015%-0.1%,0.015%-0.1%,,,,0.2,0,0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-1,,-1,,0.2,,0,,0.2,Lavender flowers have astringent properties that help balance oil production and soothe the skin. They’re effective in calming oily skin and preventing breakouts.,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,1,0,0.2,0.2,0.2,0.1 - 1%,,1.0,,
Lavender Hydrosol,Lavandula Angustifolia Flower Water,Lavender Hydrosol; Lavender Water; Lavandula Angustifolia Flower Water; Lavender Floral Water,Moderate Risk,Low Risk,"Fragrance, Active",Generally non-irritating,,0,100%,100%,,,,0.2,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,,-1,,0.2,,0,,0.2,Lavender hydrosol helps tone and balance oily skin by regulating sebum production. It’s effective in reducing shine and keeping the skin clear.,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,0,0,1,0,0,0,0.2,0.2,0,1 - 5%,,1.0,,
Lavandula Angustifolia Oil / Lavender Oil,Lavandula Angustifolia Oil,Lavandula Angustifolia Oil / Lavender Oil; Lavandula Angustifolia (Lavender) Oil; Lavandula Oil; Lavender Essential Oil; Lavender essential oil; Lavender oil; Lavandula oil; Lavandula Anguvstifolia (Lavender) Essential Oil; Organic lavender essential oil; Organic Lavender Oil; Organic Lavandula Oil,Moderate Risk,High Risk,"Fragrance, Active","Anti-inflammatory, Soothing, Can be irritating for sensitive skin",,1,0.015%-0.1%,0.015%-0.1%,,,,0.2,0,0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-1,,-1,,0.2,,0,,0.2,Lavender oil has antibacterial and balancing properties that help regulate oil production and prevent acne. It’s effective in calming oily skin and reducing excess sebum.,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,1,0,0.2,0.2,0,0.1 - 2%,,1.0,,
Lavandula Hybrida Oil,Lavandula Hybrida Oil,Lavandula Hybrida Oil; Lavender Oil; Lavandin Oil; Lavandula Hybrida Oil; Hybrid Lavender Oil,Moderate Risk,Low Risk,"Fragrance, Active","Anti-inflammatory, Soothing, Can be irritating for sensitive skin",,0,0.015%-0.1%,0.015%-0.1%,,Cytotoxic,,0.2,-0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-1,,-1,,-0.2,,-0.2,,0.2,"Lavandula Hybrida Oil has similar properties to lavender oil, helping balance sebum production and reduce shine. It’s effective in calming oily skin and preventing acne.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,0,0,0,0.2,0,0.1 - 2%,,1.0,,
Lecithin,Lecithin,Lecithin; Phosphatidylcholine; Soy lecithin; Lecithin; Egg Lecithin; Sunflower Lecithin,Low Risk,Low Risk,"Emulsifier, Emollient","Skin barrier protection, Moisturizing, Emulsifying",,2,15%,0.5–2%,,,,0.2,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0,,0,,0,,0,,0,,0.2,,0,,0.2,,0.2,,0.2,0.2,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,,1.0,,
Leucidal Liquid Advanced Aloe,Leuconostoc/Aloe Barbadensis Leaf/Sorbus Aucuparia Fruit Ferment Filtrate,Leucidal Liquid Advanced Aloe; Leucidal Aloe; Aloe Ferment; Lactobacillus/Aloe Barbadensis Ferment; Leuconostoc/Radish Root Ferment Filtrate Aloe Blend,Low Risk,Low Risk,"Preservative, Humectant",Not a paraben. Not likely to cause irritation and acne.,,0,2–4%,2–4%,,,,0.2,0,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,0,0,0.2,0,0,0,0,0,0,1 - 5%,,1.0,,
Limnanthes Alba (Meadowfoam) Seed Oil,Limnanthes Alba Seed Oil,Limnanthes Alba (Meadowfoam) Seed Oil; Meadowfoam Oil; Limnanthes Alba Oil; Meadowfoam Seed Oil; Limnanthes Alba Seed Oil,Low Risk,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Antioxidant",,1,1-10%,1-10%,,,,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,Magnesium Ascorbyl Phosphate is a stable form of Vitamin C that helps brighten the skin and reduce the appearance of hyperpigmentation by inhibiting melanin production. It’s gentle and effective for treating dark spots and promoting an even skin tone.,0.2,,1,"Meadowfoam Seed Oil is rich in fatty acids and provides long-lasting hydration to the skin. It helps to lock in moisture and prevent dehydration, making it effective in treating dry skin.",0.2,"Meadowfoam seed oil helps balance sebum production and provides lightweight hydration, making it suitable for oily skin. It helps keep the skin clear and free of excess shine.",0.2,,0.2,,0.2,"Meadowfoam seed oil helps balance oil production and provides lightweight hydration, which smooths uneven texture and reduces the appearance of pores.",0.2,,0.2,,0.2,,0.2,,1,1,0,0.2,0,0,0,0.2,0.2,0.2,1 - 5%,Moderately effective,0.5,,
Limonene,Limonene,Limonene; Limonene; D-Limonene; (R)-4-Isopropenyl-1-methylcyclohexene,High Risk,High Risk,Fragrance,Can be irritating for sensitive skin,,1,0.01%,0.001%,,,,0,-6,-1,-1,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,-6,,-1,,-1,,-6,,-1,,-1,,-1,,-1,,-1,,-1,,-6,,-1,,0,0,0,0,0,0,0,-1,-1,-1,0.1 - 0.5%,,1.0,,
Linalool,Linalool,"Linalool; Linalool; 3,7-Dimethylocta-1,6-dien-3-ol; 2,6-Dimethyl-2,7-octadien-6-ol",High Risk,High Risk,Fragrance,Can be irritating for sensitive skin,,0,0.01%,0.001%,,,,0,-6,-1,-1,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-6,,-1,,-1,,-6,,-1,,-1,,-1,,-1,,-1,,-1,,-6,,-1,,0,0,0,0,0,0,0,-1,-1,-1,0.1 - 0.5%,,1.0,,
Linum Usitatissimum (Linseed) Seed Extract,Linum Usitatissimum Seed Extract,Linum Usitatissimum (Linseed) Seed Extract; Flaxseed extract; Flax extract; Linseed Extract; Linum Usitatissimum Seed Extract,Low Risk,Low Risk,"Active, Antioxidant",Antioxidant,,0,0.5-5%,0.5-10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,1,0,0,0,0,0,0.2,0.2,0.2,0.5 - 2%,,1.0,,
Flaxseed Oil,Linum Usitatissimum Seed Oil,Flaxseed Oil; Linseed oil; Flax oil; Linum usitatissimum seed oil; Flaxseed Oil,Low Risk,Low Risk,Humectant,Contains omega-3 fatty acids that help reduce inflammation and support skin healing.,,3,1–10%,1–10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,"Flaxseed Oil is rich in omega-3 fatty acids and has anti-inflammatory properties, which can be beneficial for managing rosacea. It helps to soothe irritated skin and reduce redness, while maintaining the skin’s moisture barrier. It is generally well-tolerated but should be patch-tested on sensitive skin.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,"Flaxseed oil is rich in fatty acids that help to nourish and hydrate the skin, reducing the appearance of dullness. It improves skin texture and promotes a healthy, glowing complexion.",0.2,,0.2,,1,1,0,0,0,0,0,0.2,0.2,0.2,1 - 5%,,1.0,,
Macadamia Nut Oil,Macadamia Integrifolia Seed Oil,Macadamia Nut Oil; Macadamia integrifolia seed oil; Macadamia ternifolia seed oil; Macadamia oil; Macadamia Nut Oil,Low Risk,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing",,2,1–10%,1–10%,,,,1,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0.2,,0.2,,1,"A rich butter that is highly moisturizing and effective in treating dry skin. It forms a protective barrier, preventing moisture loss and deeply hydrating the skin.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,1,0,0,0,1,0,0.2,-0.2,0.2,1 - 5%,Moderately effective,0.5,,
Magnesium Ascorbyl Phosphate,Magnesium Ascorbyl Phosphate,Magnesium Ascorbyl Phosphate; MAP; Ascorbic Acid Magnesium Salt; Magnesium L-Ascorbyl-2-phosphate; Magnesium Vitamin C; Magnesium Ascorbyl Phosphate Solution; Magnesium Ascorbyl Phosphate (Vitamin C); MAP; Vitamin C phosphate; Magnesium Ascorbyl Phosphate; Vitamin C Magnesium Salt,Low Risk,Low Risk,"Active, Antioxidant",Antioxidant,,0,1–10%,1–10%,,,,1,0.2,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,,0.2,,0.2,,0.2,Magnesium Ascorbyl Phosphate is a stable form of Vitamin C that helps regulate sebum production and brighten the skin. It’s effective in reducing shine and preventing clogged pores.,1,"Magnesium Ascorbyl Phosphate is a stable form of Vitamin C that helps to stimulate collagen production and reduce the appearance of fine lines and wrinkles. It also brightens the skin and protects against environmental damage, making it an effective anti-aging ingredient.",1,"A stable form of Vitamin C that stimulates collagen production, improving elasticity and firmness, and provides antioxidant protection against environmental damage.",0.2,"A stable form of Vitamin C, Magnesium Ascorbyl Phosphate helps brighten the skin, smooth uneven texture, and minimize the appearance of pores. It also protects the skin from environmental stressors that can cause texture issues.",0.2,,1,"This stable, water-soluble form of Vitamin C is effective at brightening the skin, improving dullness, and promoting an even skin tone. It helps boost collagen production and provides antioxidant protection, making the skin appear more radiant.",1,"A stable form of Vitamin C, Magnesium Ascorbyl Phosphate helps to brighten the under-eye area by reducing pigmentation and stimulating collagen production. It addresses dark circles by improving skin tone and texture.",1,,0,0,0,0,0,0,0,1,0.2,1,1 - 5%,Moderately effective,0.5,,
Oregon Grape,Mahonia Aquifolium Root Extract,Oregon Grape; Berberis aquifolium extract; Mahonia aquifolium extract; Holly-leaved barberry extract; Oregon Grape Root Extract,Low Risk,Low Risk,"Active, Antioxidant",Antioxidant,,0,0.1-1%,0.1–20%,,,,1,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,,0,,0.2,,0,,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,0,0,0.2,0.2,0,0.5 - 2%,,1.0,,
Mango Butter (Mangifera Indica Seed Butter),Mangifera Indica Seed Butter,Mango Butter (Mangifera Indica Seed Butter); Mangifera Indica Butter; Mango Seed Butter; Mangifera Indica Oil Butter; Mango Butter; Organic Unrefined Raw Mango Butter; Organic Mangifera Indica Butter; Organic Mango Seed Butter; Organic Mangifera Indica Oil Butter; Organic Mango Butter,Low Risk,Low Risk,"Emollient, Occlusive Agent","Skin barrier protection, Moisturizing, Soothing",,2,3–6%,3–5%,,,,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Mango butter is a rich, nourishing ingredient that helps to soothe and moisturize the skin. It is generally well-tolerated and can provide relief for dry, irritated skin, which is often associated with rosacea.",0.2,,0.2,,0.2,,-0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,1,0,1,0,0,0,0.2,0.2,0.2,1 - 5%,,1.0,,
Organic Arrowroot Powder,Maranta Arundinacea Root Powder,Organic Arrowroot Powder; Organic Maranta arundinacea powder; Organic Arrowroot; Organic Arrowroot Starch; Arrowroot Powder; Maranta arundinacea powder; Arrowroot; Arrowroot Starch,Low Risk,Low Risk,"Thickener, Texture Enhancer",Natural thickener. Low risk of irritation,,0,1–5%,1–5%,,,,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,0,0,0,0,0,0,0.2,0,0,1 - 5%,,1.0,,
Medicago Sativa Extract/Alfalfa Extract,Medicago Sativa Extract,Medicago Sativa Extract/Alfalfa Extract; Alfalfa Extract; Medicago Extract; Lucerne Extract; Medicago Sativa Extract; Alfalfa Leaf Extract,Low Risk,Low Risk,"Emollient, Emulsifier","Soothing, Antioxidant",,0,0.5–10%,0.5–10%,,,,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Alfalfa extract is rich in vitamins and antioxidants, which can help protect the skin, but it is not specifically noted for treating rosacea. It is generally safe but may not be particularly effective for rosacea.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,1,0,0,0,0,0,0.2,0.2,0.2,0.5 - 2%,,1.0,,
Manuka Honey,Leptospermum Scoparium Mel,Manuka Honey; Leptospermum Scoparium Honey; Manuka Extract; Manuka Honey Extract; Manuka Honey,Moderate Risk,Low Risk,"Active, Humectant",Has antimicrobial and anti-inflammatory properties that can help reduce acne-causing bacteria and soothe irritated skin.,,0,0.5-70%,0.5-70%,,,,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0.2,"Manuka honey is known for its antibacterial and anti-inflammatory properties, making it beneficial for soothing irritated skin and potentially reducing redness associated with rosacea.",0.2,,0.2,,1,,0.2,,0.2,,0.2,,0.2,"Manuka honey has antibacterial and anti-inflammatory properties that help smooth uneven texture and reduce the appearance of pores. It also hydrates the skin, contributing to a more refined complexion.",0.2,,0.2,"Manuka honey has natural antibacterial and exfoliating properties that help to brighten the skin and reduce dullness. It hydrates and nourishes the skin, leaving it looking more radiant and smooth.",0.2,,0.2,,0.2,0,0,1,0,0.2,0,0.2,0.2,0.2,1 - 5%,,1.0,,
Tea tree essential oil,Melaleuca Alternifolia Leaf Oil,Tea tree essential oil; Melaleuca alternifolia oil; Tea tree oil; TTO; Tea Tree Leaf Oil; Melaleuca Oil; Organic tea tree essential oil; Melaleuca alternifolia oil; Tea tree oil; TTO; Tea Tree Leaf Oil; Melaleuca Oil,Moderate Risk,Moderate Risk,"Fragrance, Active","Antibacterial, Anti-inflammatory",,1,1-10%,5-10%,,,,0,-0.2,1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-6,,-0.2,"Tea tree essential oil has antibacterial and anti-inflammatory properties that help treat acne, reducing the likelihood of post-inflammatory hyperpigmentation. While it’s not a direct skin-lightening agent, it helps prevent the formation of new dark spots.",1,"Tea tree oil is well-known for its antibacterial and anti-inflammatory properties, making it highly effective in treating acne. It helps to reduce the size of pimples, prevent new breakouts, and calm redness and swelling.",-0.2,,1,"Tea tree oil is known for its strong antibacterial and anti-inflammatory properties, making it highly effective in treating and preventing acne. It helps regulate oil production and reduce shine, making it ideal for oily skin.",0,,0,,0.2,"Tea tree oil has antibacterial properties that help clear pores and smooth uneven skin texture. It’s particularly effective for treating and preventing acne, which can contribute to rough texture and visible pores.",1,,0.2,,0.2,,1,Tea tree oil is a well-known treatment for acne due to its antibacterial and anti-inflammatory properties. It helps kill acne-causing bacteria and reduce the size and redness of blemishes.,0,0,0,1,0,0,0,0.2,1,0,0.5 - 2%,Yes,1.0,,
Organic Neem Oil,Melia Azadirachta Seed Oil,Organic Neem Oil; Organic Azadirachta Indica Seed Oil; Organic Neem Seed Oil; Organic Margosa Oil; Organic Neem Oil; Neem Oil; Azadirachta Indica Seed Oil; Neem Seed Oil; Margosa Oil; Neem Oil,Moderate Risk,Moderate Risk,"Emollient, Antioxidant","Skin barrier protection, Antimicrobial, Anti-inflammatory",,1,0.5%-2%,0.5%-2%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,-1,,0.2,,0.2,"Neem oil is rich in fatty acids and has strong antibacterial and anti-inflammatory properties. It helps to fight acne-causing bacteria, reduce inflammation, and soothe irritated skin, making it effective for treating acne.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,1,0,0.2,-0.2,0.2,1 - 5%,Yes,1.0,,
Melissa Essential Oil,Melissa Officinalis Leaf Oil,Melissa Essential Oil; Lemon balm oil; Melissa officinalis oil; Melissa Oil; Melissa Essential Oil; Lemon Balm Essential Oil,Moderate Risk,Moderate Risk,"Fragrance, Active",Has anti-inflammatory and antimicrobial properties. Natural fragrance. Low risk of irritation,,0,1-2%,1-10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,-1,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,1,0,0,0,0,0,0,0.1 - 1%,,1.0,,
Mentha Piperita (Peppermint) Extract,Mentha Piperita Extract,Mentha Piperita (Peppermint) Extract; Peppermint Extract; Mentha Extract; Peppermint Leaf Extract; Mentha Piperita Extract; Mint Leaf; Mentha Leaf; Mint Extract; Mentha Piperita Leaf Extract; Peppermint Leaf,Moderate Risk,High Risk,"Fragrance, Active","Anti-inflammatory, Soothing",,1,2–5%,2–5%,,,,0.2,-0.2,0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-6,,0.2,"Similar to regular tea tree oil but with added purity, it helps to treat acne and prevent the formation of post-inflammatory hyperpigmentation. It supports clearer skin, which reduces the likelihood of new dark spots.",0,,-0.2,,0.2,,-0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0,0,0.2,0.2,0,0.1 - 1%,,1.0,,
Menthoxypropanediol,Menthoxypropanediol,Menthoxypropanediol; Menthyl ethylamido oxalate; Cooling Agent; 3-Menthoxypropanediol,Low Risk,Moderate Risk,Active,"Soothing, cooling effects",,0,0.2-1.0%,0.2-1.0%,,,,0.2,-1,0,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6,,-1,,-0.2,,-1,,0,,0,,0,,0,,0,,0.2,,-1,,0.2,,0,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,,1.0,,
MSM,Methylsulfonylmethane,MSM; Methyl sulfone; Dimethyl sulfone; Sulfonylbismethane; MSM; Organic Sulfur,Low Risk,Low Risk,Active,Anti-inflammatory. Often used as a supplementary treatment for acne due to its skin-soothing and healing properties.,,0,<15%,<15%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,1,"MSM is known for its anti-inflammatory and detoxifying properties, which help to reduce redness and swelling associated with acne. It also helps to soften the skin and improve its texture, making it easier for acne to heal without scarring.",0.2,,0.2,,0.2,,0.2,,0.2,,1,,0.2,,1,,1,,0,0,0,0.2,0,1,0,0.2,0.2,0.2,1 - 5%,,1.0,,
Microcrystalline Cellulose,Microcrystalline Cellulose,Microcrystalline Cellulose; MCC; Cellulose Gel; Avicel; Microcrystalline Cellulose Powder; Microcrystalline Cellulose Crystals; Microcrystallinecellulose,Low Risk,Low Risk,"Thickener, Texture Enhancer",Natural thickener. Low risk of irritation,,0,0.0001-57%,0.0001-57%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,"Microcrystalline cellulose is often used as a gentle exfoliant in skincare products. It helps to slough off dead skin cells, reducing dullness and revealing a brighter, more even complexion.",0,,0,,0,0,0,0,0,0,0,0.2,0,0,1 - 5%,,1.0,,
