1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Organic Neem Oil,"Organic Azadirachta Indica Seed Oil, Organic Neem Seed Oil, Organic Margosa Oil, Organic Neem Oil",Melia Azadirachta (Neem) Seed Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Emollient, Antioxidant","Skin barrier protection, Antimicrobial, Anti-inflammatory",1,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-0.2,,0.2,,0.2,"Neem oil is rich in fatty acids and has strong antibacterial and anti-inflammatory properties. It helps to fight acne-causing bacteria, reduce inflammation, and soothe irritated skin, making it effective for treating acne.",0.2,,-0.2,,0.2,,0.2,,-0.2,,0,,0.2,,-1,,-0.2,,0,0,0,0,0,0,0,1,0,0.2,-0.2,0.2,0,0,0,0.2,0.2,1,-0.2,0,0.2,0,0,0,0,1,0,0.2,0,0,1 - 5%,Yes
Neem Oil,"Azadirachta Indica Seed Oil, Neem Seed Oil, Margosa Oil, Neem Oil",Melia Azadirachta (Neem) Seed Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Emollient, Antioxidant","Skin barrier protection, Antimicrobial, Anti-inflammatory",1,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-0.2,,0.2,,0.2,"Similar to organic neem oil, neem oil helps combat acne by reducing inflammation and killing acne-causing bacteria. It also supports skin healing, helping to reduce the severity and duration of breakouts.",0.2,,0,,0.2,,0.2,,-0.2,,0,,0.2,,-1,,-0.2,,0,0,0,0,0,0,0,1,0,0.2,-0.2,0.2,0,0,0,0.2,0.2,1,-0.2,0,0.2,0,0,0,0,1,0,0.2,0,0,1 - 5%,Yes
Melissa Essential Oil,"Lemon balm oil, Melissa officinalis oil, Melissa Oil, Melissa Essential Oil, Lemon Balm Essential Oil",Melissa Officinalis Leaf Oil,Active,Moderate Risk,Single,0,Moderate Risk,"Fragrance, Active",Has anti-inflammatory and antimicrobial properties. Natural fragrance. Low risk of irritation,0,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,-1,,0.2,,0,,0.2,,-0.2,,0.2,,0,,0,,0.2,,0,,-1,,0.2,,0,0,0,0,0.2,1,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0,0,1,0,1,0,0.2,0,0,0.1 - 1%,
Mentha Piperita (Peppermint) Extract,"Peppermint Extract, Mentha Extract, Peppermint Leaf Extract, Mentha Piperita Extract, Mint Leaf, Mentha Leaf, Mint Extract, Mentha Piperita Leaf Extract, Peppermint Leaf",Mentha Piperita (Peppermint) Leaf Extract,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active","Anti-inflammatory, Soothing",1,0.2,-0.2,-0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-6,,-1,"Similar to regular tea tree oil but with added purity, it helps to treat acne and prevent the formation of post-inflammatory hyperpigmentation. It supports clearer skin, which reduces the likelihood of new dark spots.",0.2,,-0.2,,-0.2,,-0.2,,0,,0.2,,-1,,0.2,,-1,,0,,0,0,0,0,0.2,0,0,0,0,0.2,0,-0.2,0,0,0,0.2,-1,1,0.2,0,0,0,0,0,0,0,0,-0.2,0,0,0.1 - 1%,
Menthoxypropanediol,"Menthyl ethylamido oxalate, Cooling Agent, 3-Menthoxypropanediol",Menthoxypropanediol,Inactive,Low Risk,Single,0,Moderate Risk,Active,"Soothing, cooling effects",0,0.2,-0.2,0,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6,,-0.2,,0,,-0.2,,0,,0,,0,,0,,0,,0.2,,-1,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5 - 2%,
MSM,"Methyl sulfone, Dimethyl sulfone, Sulfonylbismethane, MSM, Organic Sulfur",Methylsulfonylmethane,Active,Low Risk,Single,0,Low Risk,Active,Anti-inflammatory. Often used as a supplementary treatment for acne due to its skin-soothing and healing properties.,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,"MSM is known for its anti-inflammatory and detoxifying properties, which help to reduce redness and swelling associated with acne. It also helps to soften the skin and improve its texture, making it easier for acne to heal without scarring.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0.2,0,0,1,0,0.2,0.2,0.2,0,0,0,0.2,0,1,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Microcrystalline Cellulose,"MCC, Cellulose Gel, Avicel, Microcrystalline Cellulose Powder, Microcrystalline Cellulose Crystals, Microcrystallinecellulose",Microcrystalline Cellulose,Inactive,Low Risk,Single,0,Low Risk,"Thickener, Texture Enhancer",Natural thickener. Low risk of irritation,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,"Microcrystalline cellulose is often used as a gentle exfoliant in skincare products. It helps to slough off dead skin cells, reducing dullness and revealing a brighter, more even complexion.",0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Mulberry Extract,"Morus Alba Extract, White Mulberry Extract, Morus Alba Root Extract, Mulberry Leaf Extract",Morus Alba Leaf Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant",Antioxidant,0,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,1,"Mulberry extract helps treat hyperpigmentation through its active compounds, particularly mulberry anthocyanins and arbutin. Arbutin inhibits the enzyme tyrosinase, which reduces melanin production and lightens dark spots. Additionally, mulberry extract has antioxidant properties that protect the skin from oxidative stress and support a more even skin tone by reducing pigmentation and promoting skin clarity.",0.2,,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,1,0,0.2,0,0.2,0,0,0,0,0,0,0,1,0,0.5 - 2%,Yes
Naringenin,"Naringenin, Citrus Flavonoid, 4',0.5,7-Trihydroxyflavanone",Naringenin,Active,Low Risk,Single,0,Low Risk,"Antioxidant, Active",Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0,0,0.2,0.2,1,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 0.5%,
Nasturtium Officinale (Watercress) Flower/Leaf Extract,"Watercress Extract, Watercress Leaf Extract, Watercress Flower Extract, Nasturtium Officinale Extract",Nasturtium Officinale Flower/Leaf Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant",Antioxidant,0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,1,Watercress extract has astringent properties that help reduce oiliness and tighten pores. It’s effective in balancing oily skin and reducing shine.,0,,0,,0.2,,0.2,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0.2,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5 - 5%,Yes
Niacinamide,"Nicotinamide, Nicotinic acid amide, Vitamin B3, Niacinamide Vitamin B3",Niacinamide,Active,Low Risk,Single,0,Low Risk,Active,"Highly effective in treating acne. It reduces inflammation, minimizes pore size, controls oil production, and improves the skin's barrier function.",0,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Niacinamide (Vitamin B3) is highly beneficial for rosacea-prone skin due to its anti-inflammatory properties. It helps reduce redness, improve skin barrier function, and regulate oil production.",1,"Niacinamide helps to reduce hyperpigmentation by inhibiting the transfer of melanin to the skin’s surface. It brightens the skin and improves overall tone, making it an excellent ingredient for treating dark spots and uneven pigmentation.",1,"Niacinamide is a powerful anti-inflammatory that helps regulate sebum production, reduce redness, and improve the skin’s barrier function. It’s particularly effective in treating acne by minimizing pore size and preventing future breakouts.",1,"Niacinamide helps to improve the skin’s barrier function, reducing moisture loss and dehydration. It also helps to soothe and hydrate the skin, making it effective in treating dryness.",1,"Niacinamide helps regulate sebum production, reduce inflammation, and improve the skin’s barrier function. It’s highly effective in managing oily skin, reducing shine, and preventing acne.",1,"Niacinamide helps to improve skin elasticity, enhance the skin’s barrier function, and reduce the appearance of fine lines and wrinkles. It also evens out skin tone and reduces the visible signs of aging, making the skin look smoother and more youthful.",1,"Improves skin elasticity by enhancing the skin’s barrier function and stimulating collagen production, helping to firm the skin.",1,"Niacinamide helps improve skin texture by reducing the appearance of pores and smoothing uneven skin. It also strengthens the skin’s barrier and evens out skin tone, contributing to a more refined complexion.",0.2,"Niacinamide regulates sebum production, reduces pore size, and has anti-inflammatory properties, making it highly effective in preventing clogged pores and blackheads.",0.2,,1,"Niacinamide (Vitamin B3) improves skin elasticity and reduces pigmentation, making it effective in lightening dark circles. It also strengthens the skin barrier and can reduce puffiness, enhancing the appearance of the under-eye area.",1,"Niacinamide (Vitamin B3) helps regulate oil production, reduce inflammation, and minimize the appearance of pores, making it highly effective in treating and preventing blemishes. It also helps fade dark spots left by past breakouts.",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.2,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0.5% - 5%,Yes
Basil Leaf,"Ocimum basilicum, Basil oil, Basil Leaf Extract, Basil Leaf Oil, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract",Ocimum Basilicum (Basil) Leaf Extract,Active,Low Risk,Single,0,Low Risk,"Fragrance, Active",Generally non-irritating,0,0.2,-0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,,0,,0,,-0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,
Octyldodecyl Myristate,"Ethylhexyl myristate, Ester of myristic acid, Octyldodecyl Myristate Ester, Myristic Acid",Octyldodecyl Myristate,Inactive,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Emollient, Skin barrier protection",3,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-0.2,,-0.2,,0.2,,0.2,,0.2,,0.2,,-1,,0,,0.2,,0,,0,,0.2,0.2,0,0,0,0,0,0,0,-0.2,0,0.2,0,0,0,0.2,-0.2,0,-1,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Evening Primrose,"Oenothera Biennis Oil, Evening Star Oil, Night Willow Herb Oil, Evening Primrose Oil",Oenothera Biennis (Evening Primrose) Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant",Fatty acid that has anti-inflammatory effects,2,0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Evening Primrose Oil is rich in essential fatty acids, helping to soothe and moisturize the skin. Its anti-inflammatory properties make it helpful in reducing redness and irritation associated with rosacea.",0.2,,0.2,,0.2,,0.2,Evening primrose oil helps balance sebum production and provide lightweight hydration. It’s effective in calming oily skin and preventing breakouts without adding excess oil.,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,1,1,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,1,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Oenothera Biennis Oil / Evening Primrose Oil,"Evening Primrose Oil, Evening Star Oil, Night Willow Herb Oil, Oenothera Biennis Oil",Oenothera Biennis (Evening Primrose) Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant",Fatty acid that has anti-inflammatory effects,2,0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Similar to Evening Primrose, this oil provides hydration and anti-inflammatory benefits, making it useful for managing rosacea symptoms. It helps soothe and calm irritated skin.",0.2,,0.2,,0.2,,0.2,"Similar to evening primrose, this oil helps balance oil production and soothe the skin, making it effective in managing oily skin and preventing breakouts.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,1,1,0,0,0,0,0,1,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Organic Evening Primrose Oil,"Organic Oenothera Biennis Oil, Organic Evening Star Oil, Organic Night Willow Herb Oil, Organic Evening Primrose Oil",Oenothera Biennis (Evening Primrose) Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Anti-inflammatory, Soothing",2,0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Organic Evening Primrose Oil offers the same benefits as regular Evening Primrose Oil but with added purity. It’s effective in calming inflammation and providing hydration, making it beneficial for rosacea-prone skin.",0.2,,0.2,,0.2,,0.2,"Organic evening primrose oil offers the same benefits as regular evening primrose oil, with added purity. It helps balance sebum production and keep oily skin clear and hydrated.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,1,1,0,0,0,0,0,1,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Olea Europaea (Olive) Fruit Oil,"Olive oil, Olive fruit oil, Olea europaea oil, Olive Extract, Olive Kernel Oil, Olea Europaea Fruit Oil / Olive Fruit Oil",Olea Europaea (Olive) Fruit Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Antioxidant",2,0.2,0.2,-1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,0,,0,,1,"Olive oil is an excellent emollient that is rich in antioxidants and fatty acids. It locks in moisture, deeply hydrating the skin and preventing water loss.",-1,,0.2,,0.2,,-0.2,,0,,0.2,,0.2,,0,,1,1,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0.2,0,0,-0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,Moderately effective
Organic Opuntia Ficus Indica (Prickly Pear) Seed Oil,"Organic Prickly Pear Oil, Organic Cactus Seed Oil, Organic Opuntia Seed Oil, Organic Prickly Pear Seed Oil",Opuntia Ficus-Indica Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Moisturizing, Soothing",0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Prickly Pear Seed Oil is rich in vitamins and antioxidants, offering anti-inflammatory benefits that help reduce redness and irritation associated with rosacea. It is hydrating and gentle, making it suitable for sensitive skin.",0.2,,0.2,,0.2,,0.2,,0.2,,1,"Rich in antioxidants and essential fatty acids, it promotes collagen production and improves skin elasticity and firmness, protecting against environmental stressors.",0.2,"Prickly pear seed oil helps hydrate and nourish the skin while improving texture. It minimizes the appearance of pores and smooths uneven skin, leaving the complexion looking refined and balanced.",0,,0.2,,0.2,,0,,1,1,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,0.2,0,0,1 - 5%,Moderately effective
Opuntia Ficus Indica (Prickly Pear) Seed Oil,"Prickly Pear Oil, Cactus Seed Oil, Opuntia Seed Oil, Prickly Pear Seed Oil",Opuntia Ficus-Indica Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Moisturizing, Soothing",0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Prickly Pear Seed Oil helps soothe and hydrate the skin, reducing inflammation and redness. It is beneficial for treating rosacea due to its calming properties.",0.2,,0.2,,0.2,,0.2,,0.2,,1,"Similar to the organic version, it restores skin elasticity and firmness by supporting collagen production and protecting against environmental damage.",0.2,"Prickly pear seed oil helps hydrate and nourish the skin while improving texture. It minimizes the appearance of pores and smooths uneven skin, leaving the complexion looking refined and balanced.",0,,0.2,,0.2,,0,,1,1,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,0.2,0,0,1 - 5%,Moderately effective
Rice Bran Extract,"Oryza Sativa Bran Extract, Rice Extract, Oryza Sativa Extract, Rice Bran Oil Extract, Oryza Sativa Bran Oil / Rice Bran Oil, Oryza Sativa (Rice) Bran Extract",Oryza Sativa (Rice) Bran Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant",Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0.2,1,0.2,0,0,0,0,0,0,0.2,1,0,0.5 - 2%,
Panax Ginseng Root Extract,"Ginseng Extract, Ginseng Root Extract, Panax Extract, Panax Ginseng Extract",Panax Ginseng Root Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant",Antioxidant,1,1,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,1,"Ginseng root extract helps regulate oil production and improve circulation, making it effective in balancing oily skin and reducing shine.",1,"Ginseng root extract is known for its anti-aging properties that help to firm and tone the skin, reducing the appearance of fine lines and wrinkles. It also improves circulation, which can give the skin a more youthful glow and enhance overall skin health.",1,"Known for improving skin elasticity and firmness, it stimulates collagen production and promotes a more lifted, youthful appearance.",0.2,,0.2,,0.2,,0.2,,0.2,"Ginseng root extract helps improve circulation and promote skin regeneration, which can reduce the appearance of blemishes and speed up the healing process. It also has anti-inflammatory properties that calm irritated skin.",0,0,0,0,0,0,0,0,0,0.2,0.2,1,0,0,0,0.2,0.2,0,0.2,1,1,0,0,0,0,0,1,1,0,0,0.5 - 5%,Moderately effective
"Panthenol, Pro Vitamin B0.5","Dexpanthenol, Provitamin B-0.0.5, Pantothenol, Panthenol, Pro Vitamin B0.5",Panthenol,Active,Low Risk,Single,0,Low Risk,"Active, Humectant","Soothing, anti-inflammatory, and hydrating properties",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Panthenol (Pro Vitamin B5) is a humectant that helps retain moisture in the skin, promoting healing and soothing irritation. It is beneficial for rosacea as it helps calm the skin and supports the skin barrier.",0.2,"Panthenol is a hydrating and soothing ingredient that supports skin healing. It helps maintain skin hydration and barrier function, which can improve the skin’s response to hyperpigmentation treatments.",0,,0.2,,0.2,,1,"Panthenol helps to improve skin hydration and elasticity, which can reduce the appearance of fine lines and wrinkles. It also promotes skin healing and smoothness, making it an effective ingredient for maintaining youthful-looking skin.",1,"Helps maintain skin hydration and elasticity, promoting firmness and a more youthful, resilient complexion.",0.2,Panthenol helps hydrate the skin and improve its texture by promoting healing and reducing inflammation. It smooths uneven skin and minimizes the appearance of pores.,0.2,,0.2,,0.2,,0.2,,0.2,0,0,0,0,1,0,0.2,0,0,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,1,0,0,1 - 5%,Yes
Vitamin B0.5,"Pantothenic acid, Dexpanthenol, Panthenol, Vitamin B0.5",Panthenol,Active,Low Risk,Single,0,Low Risk,"Active, Humectant","Soothing, anti-inflammatory, and hydrating properties",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Vitamin B5 (Panthenol) is known for its soothing and healing properties. It helps to moisturize and calm the skin, which can be beneficial in managing rosacea symptoms.",0.2,"Panthenol is a hydrating and soothing ingredient that supports skin healing. It helps maintain skin hydration and barrier function, which can improve the skin’s response to hyperpigmentation treatments.",0,,0.2,,0.2,,1,"Panthenol helps to improve skin hydration and elasticity, which can reduce the appearance of fine lines and wrinkles. It also promotes skin healing and smoothness, making it an effective ingredient for maintaining youthful-looking skin.",1,"Helps maintain skin hydration and elasticity, promoting firmness and a more youthful, resilient complexion.",0.2,Panthenol helps hydrate the skin and improve its texture by promoting healing and reducing inflammation. It smooths uneven skin and minimizes the appearance of pores.,0.2,,0.2,,0.2,,0.2,,0.2,0,0,0,0,1,0,0.2,0,0,0.2,1,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,1,0,0,1 - 5%,Yes
Passiflora Edulis Seed Oil,"Passion Fruit Oil, Maracuja Oil, Passiflora Oil, Passiflora Edulis Oil",Passiflora Edulis Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Antioxidant","Skin barrier protection, Moisturizing",1,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0,,1,1,0,0,0,0,0,1,0,0.2,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
