,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingredient name,Aliases,INCI Name,Active/Inactive,Allergen Potential,Single/Compound,Components,Risk of irritation,Role in formulation,Note,Comedogenic Rating,Normal,Dry,Oily,Combination,Not sensitive,A little sensitive,Moderately sensitive,Sensitive,Very sensitive,Extremely sensitive,Not acne prone,A little acne-prone,Moderately acne-prone,Acne-prone,Very acne-prone,Extremely acne-prone,Teen,20s,30s,40s,50s,60+,Vegetarian,Vegan,Gluten-free,Paleo,Nut-free,Soy-free,Latex-free,Sesame-free,Citrus-free,Dye-free,Fragrance-free,Scent-free,Rosacea,Description,Hyperpigmentation & Uneven skin tone,Description,Acne,Description,Dryness/Dehydration,Description,Oiliness & Shine,Description,Fine lines & Wrinkles,Description,Loss of Elasticity/firmness,Description,Visible pores & Uneven texture,Description,"Clogged pores, blackheads",Description,Dullness,Description,Dark circles,Description,Blemishes,Description
Fresh chamomile flowers,"Matricaria chamomilla flowers, Chamomile flowers, German chamomile, Chamomile Extract, Chamomilla Recutita Flower Extract",Chamomilla Recutita (Matricaria) Flower Extract,Active,Low Risk,Compound,"Flavonoids, Essential Oils",Low Risk,"Active, Antioxidant, Fragrance",Natural fragrance. Low risk of irritation,0,0.2,0.2,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,0.2,,0.2,,0.2,,0,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,
Blue Chamomile Essential Oil,"Matricaria Recutita Oil, German Chamomile Oil, Matricaria Oil, Chamomile Blue Oil",Chamomilla Recutita (Matricaria) Flower Oil,Active,Low Risk,Single,0,Low Risk,"Fragrance, Active",Anti-inflammatory. Natural fragrance. Has risk of irritation for sensitive skin,1,0.2,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-0.2,,0.2,"Blue chamomile essential oil has anti-inflammatory and soothing properties that can help reduce skin irritation and prevent the worsening of hyperpigmentation. While it’s not directly a skin-lightening agent, it supports an even skin tone by calming the skin.",0,,0.2,"Blue Chamomile Essential Oil has anti-inflammatory and soothing properties that help to calm and hydrate dry, irritated skin. It’s particularly beneficial for providing relief to dehydrated, sensitive skin.",0.2,,0.2,,0,,0.2,,0.2,,0,,0.2,,0.2,
Chamomile Essential Oil,"Matricaria chamomilla oil, Chamomile oil, Blue chamomile oil, German Chamomile Oil, Chamomilla Recutita Oil",Chamomilla Recutita (Matricaria) Flower Oil,Active,Low Risk,Single,0,Low Risk,"Fragrance, Active",Anti-inflammatory. Natural fragrance. Has risk of irritation for sensitive skin,1,0.2,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-0.2,,0.2,"Chamomile essential oil soothes the skin and reduces inflammation, which can help prevent post-inflammatory hyperpigmentation from worsening. It’s more of a supportive ingredient in addressing hyperpigmentation.",0,,0.2,"Chamomile Essential Oil soothes and hydrates the skin, making it effective in treating dryness and calming dehydrated, sensitive skin.",0.2,,0.2,,0,,0.2,,0.2,,0,,0.2,,0.2,
Chamomile Hydrosol,"Chamomilla Recutita Flower Water, German Chamomile Water, Matricaria Flower Water, Chamomile Floral Water, Matricaria Recutita Water",Chamomilla Recutita (Matricaria) Flower Water,Active,Low Risk,Compound,"Flavonoids, Essential Oils",Low Risk,"Fragrance, Active",Natural fragrance. Low risk of irritation,0,0.2,0.2,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,-1,,0,,0.2,,0,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,
Chlorella Pyrenoidosa Extract,"Chlorella Extract, Chlorella Algae Extract, Chlorella Vulgaris Extract, Chlorella Powder, Chlorella Pyrenoidosa Algae Extract",Chlorella Pyrenoidosa Extract,Active,Low Risk,Compound,"Proteins, Amino Acids",Low Risk,"Active, Antioxidant",Antioxidant,1,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,,0.2,,0.2,,0.2,,1,"Chlorella extract helps detoxify the skin and regulate sebum production, making it effective in managing oily skin and reducing shine.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Chlorphenesin,"Glycerol phenyl ether, 3-Phenoxypropane-1,2-diol, Glycerol phenoxyether, Chlorphenesin Solution",Chlorphenesin,Inactive,Moderate Risk,Single,0,Moderate Risk,Preservative,"A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",0,0,-1,-0.2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,-1,,-0.2,,-1,,-0.2,,-0.2,,-0.2,,-0.2,,-0.2,,0,,-1,,-0.2,
Sea Moss,"Irish Moss, Red Algae, Chondrus Crispus Extract, Carrageenan, Sea Moss",Chondrus Crispus (Carrageenan) Extract,Inactive,Low Risk,Single,0,Low Risk,"Active, Humectant","Rich in minerals and vitamins, sea moss can help soothe and hydrate the skin, reducing inflammation and supporting skin health.",2,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,0.2,,0.2,"Sea Moss is rich in minerals that help balance oil production and provide hydration without clogging pores. It’s beneficial for oily skin as it helps maintain a clear, matte complexion.",0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,
Ci 77007 / Ultramarines,"Ultramarine Blue, CI 77007, Pigment Blue 29, Lapis Lazuli Blue, Ultramarine Pigment",CI 77007,Inactive,Moderate Risk,Single,0,Moderate Risk,Colorant,"A colorant used in cosmetics that may cause mild irritation in some, though generally considered safe.",0,0,-0.2,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-0.2,,0,,-0.2,,0,,0,,0,,0,,0,,0,,-1,,0,
Citral,"Lemonal, 3,7-dimethyl-2,6-octadienal, Geranial, Neral, Citral A, Citral B",Citral,Inactive,High Risk,Single,0,High Risk,Fragrance,Can be irritating for sensitive skin,2,0,-0.2,-1,-1,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,
Citric Acid,"2-Hydroxypropane-1,2,3-tricarboxylic acid, Citrate, E330, Citric Acid Monohydrate, Citric Acid Anhydrous",Citric Acid,Inactive,Low Risk,Single,0,High Risk,"pH Adjuster, Stabilizer","Reduces the appearance of hyperpigmentation, exfoliating",0,0.2,0.2,0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,-0.2,,0.2,"Citric acid is an alpha hydroxy acid (AHA) that exfoliates the skin, promoting cell turnover and helping to fade dark spots and hyperpigmentation. It also brightens the skin by removing dead skin cells, revealing a more even complexion.",0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,1,"Citric acid is an alpha hydroxy acid (AHA) that exfoliates the skin, removing dead skin cells that contribute to a dull complexion. It brightens the skin and improves texture, revealing a more radiant and even skin tone.",-1,,-1,
Citronellol,"3,7-Dimethyl-6-octen-1-ol, Rhodinol, DL-Citronellol, Dihydrogeraniol, 3,7-Dimethyl-6-octanol",Citronellol,Inactive,High Risk,Single,0,High Risk,Fragrance,Can be irritating for sensitive skin,2,0,-0.2,-1,-1,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,
Lime Essential Oil,"Citrus aurantifolia oil, Citrus latifolia oil, Lime oil, Lime Peel Oil, Citrus Aurantifolia Peel Oil, Citrus Aurantifolia (Lime) Peel Oil",Citrus Aurantifolia (Lime) Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",High risk of irritation. Increases the skin's sensitivity to sunlight (photosensitivity),1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,-0.2,,-0.2,,-0.2,,-1,,-1,,-1,,-0.2,
Neroli Essential Oil,"Neroli Oil, Orange Blossom Oil, Citrus Aurantium Amara Flower Oil, Neroli Orange Essential Oil, Citrus aurantium flower oil, Orange blossom oil, Neroli oil",Citrus Aurantium Amara (Bitter Orange) Flower Oil,Active,High Risk,Single,0,Moderate Risk,"Fragrance, Active",Known for its soothing and regenerative properties. High risk of irritation,1,0.2,-0.2,-1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,0.2,,0.2,,0.2,,0,,-1,,0.2,
Neroli Hydrosol,"Orange Blossom Water, Citrus Aurantium Flower Water, Neroli Water, Neroli Floral Water, Neroli Distillate",Citrus Aurantium Amara (Bitter Orange) Flower Water,Active,Moderate Risk,Single,0,Low Risk,"Fragrance, Active",Natural fragrance. Low risk of irritation,1,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,0,,-1,,0,,0.2,,1,Neroli hydrosol has astringent properties that help tighten pores and balance oil production. It’s effective in reducing shine and keeping oily skin clear.,0.2,,0.2,,0.2,,0.2,,0,,0,,0.2,
Citrus Aurantium (Petigtain) Oil,"Petitgrain Oil, Bitter Orange Oil, Citrus Aurantium Amara Oil, Orange Leaf Oil, Bitter Orange Leaf Oil",Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Fresh orange blossoms,"Orange Flower Extract, Orange Blossom Extract, Citrus Aurantium Dulcis Flower Extract, Orange Blossom Essence",Citrus Aurantium Dulcis (Orange) Flower Extract,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Natural fragrance. Low risk of irritation,1,0.2,-0.2,0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,0,,-0.2,,0.2,,0.2,,0,,0.2,,0.2,,-1,,-1,,0.2,
Citrus Aurantium Dulcis (Orange) Flower Oil,"Orange Blossom Oil, Citrus Sinensis Flower Oil, Orange Flower Oil, Sweet Orange Flower Oil",Citrus Aurantium Dulcis (Orange) Flower Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",Natural fragrance. Low risk of irritation,1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,0,,0.2,,-1,,-1,,-1,,0,
Orange Peel Extract,"Citrus Sinensis Peel Extract, Orange Extract, Citrus Aurantium Dulcis Extract, Orange Peel Extract",Citrus Aurantium Dulcis (Orange) Peel Extract,Active,Moderate Risk,Single,0,Moderate Risk,"Active, Antioxidant, Fragrance","Antioxidant, Risk of irritation",1,0.2,-0.2,-1,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,-1,,-0.2,,0.2,,-0.2,,-1,,0.2,,0.2,,0.2,,0.2,,0.2,,-1,,0,
Steam Distilled Citrus Aurantium Dulcis (Sweet Orange) Oil,"Citrus sinensis oil, Sweet orange peel oil, Orange oil, Citrus Aurantium Dulcis Oil, Sweet Orange Oil",Citrus Aurantium Dulcis (Orange) Peel Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,0.2,,0.2,,-1,,0.2,,-1,,0.2,
Citrus Grandis (Grapefruit) Peel Oil,"Grapefruit oil, Citrus paradisi oil, Grapefruit Peel Oil, Citrus Grandis Oil",Citrus Grandis (Grapefruit) Peel Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,0.2,,0.2,,-1,,0.2,,-1,,0.2,
Fresh lemon blossoms,"Lemon Flowers, Citrus Limon Flowers, Lemon Petals, Lemon Peel Extract",Citrus Limon (Lemon) Peel Extract,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,-0.2,-0.2,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,-1,,-1,,0,,-0.2,,-0.2,,0.2,,0,,0.2,,-1,,0.2,,-1,,0,
Lemon essential oil,"Citrus limon oil, Lemon peel oil, Lemon oil, Lemon Essential Oil, Lemon Fruit Oil, Citrus limon Peel Oil",Citrus Limon (Lemon) Peel Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",High risk of irritation. Increases the skin's sensitivity to sunlight (photosensitivity),1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,-0.2,,0.2,,-1,,0.2,,-1,,-0.2,
Lemon Peel Essential Oil,"Citrus limon peel oil, Lemon oil, Citrus limonum oil, Lemon Peel Oil, Citrus Limon Peel Extract",Citrus Limon (Lemon) Peel Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",High risk of irritation. Increases the skin's sensitivity to sunlight (photosensitivity),1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,-0.2,,0.2,,-1,,0.2,,-1,,-0.2,
Organic lemon essential oil,"Citrus limon oil, Lemon peel oil, Lemon oil, Lemon Essential Oil, Lemon Fruit Oil, Citrus limon Peel Oil",Citrus Limon (Lemon) Peel Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",High risk of irritation. Increases the skin's sensitivity to sunlight (photosensitivity),1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,-0.2,,0.2,,-1,,0.2,,-1,,-0.2,
Citrus Nobilis(Mandarin Orange) Peel Oil,"Mandarin Oil, Citrus Reticulata Oil, Tangerine Peel Oil, Mandarin Orange Oil, Citrus Nobilis Oil",Citrus Nobilis (Mandarin Orange) Peel Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Citrus Tangerina (Tangerine) Peel Oil,"Tangerine Oil, Citrus Reticulata Oil, Tangerine Peel Oil, Citrus Tangerina Oil, Tangerine Essential Oil",Citrus Tangerina (Tangerine) Peel Oil,Active,High Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,-1,,-1,,-1,,-0.2,,-1,,0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Coco-Caprylate/Caprate,"Coconut Alkanes, Coconut Fatty Acid Esters, Caprylic/Capric Glycerides",Coco-Caprylate/Caprate,Inactive,Low Risk,Compound,"Coconut Alcohol, Caprylic/Capric Acid Esters",Low Risk,"Emollient, Texture Enhancer","Emollient, Skin barrier protection",2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,,0,
Coconut Extract,"Cocos nucifera extract, Coconut pulp, Coconut Extract, Coconut Fruit Extract",Cocos Nucifera (Coconut) Extract,Active,Moderate Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Moisturizing, Soothing",0,1,0,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,0,,0,,0,,-1,,0,,0,,0,,0,,0.2,,0.2,,0,
Coconut Oil,"Cocos nucifera oil, Copra oil, Cocos Nucifera (Coconut) Oil, Coconut Kernel Oil",Cocos Nucifera (Coconut) Oil,Active,Moderate Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Occlusive",4,0.2,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,-1,,-1,,-1,,-1,,0,,0,,-1,,-1,,0.2,,0.2,,-1,
Organic Coconut Oil,"Organic Cocos Nucifera (Coconut) Oil, Organic Coconut Oil",Cocos Nucifera (Coconut) Oil,Active,Moderate Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Occlusive",4,0.2,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,-1,,-1,,-1,,-1,,0,,0,,-1,,-1,,0.2,,0.2,,-1,
Organic Raw Coconut Oil,"Organic Coconut oil, Organic coconut oil, Virgin coconut oil, Raw Coconut Oil",Cocos Nucifera (Coconut) Oil,Active,Moderate Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Occlusive",4,0.2,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,-1,,-1,,-1,,-1,,0,,0,,-1,,-1,,0.2,,0.2,,-1,
Coffee,"Coffea Arabica Extract, Coffee Bean Extract, Coffee Seed Extract, Coffee Extract, Arabica Coffee Extract",Coffea Arabica (Coffee) Seed Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant",Antioxidant,1,1,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,,0.2,,0.2,,0.2,,-0.2,,0.2,,0.2,,0.2,,0,,0.2,,1,"Coffee contains caffeine, which constricts blood vessels and reduces puffiness around the eyes. This can help reduce the appearance of dark circles, especially those caused by poor circulation or fluid retention.",0.2,
Coffee Butter,"Coffee Seed Butter, Coffee Oil Butter, Coffea Arabica Butter, Coffee Bean Butter",Coffea Arabica (Coffee) Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Emollient, Antioxidant, Skin barrier protection",1,0.2,1,-1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,0,,0,,1,Coffee butter is rich in fatty acids and helps to moisturize and soften the skin. It’s effective in treating dryness by providing deep hydration and improving the skin’s overall texture.,-1,,0.2,,0.2,,-0.2,,0,,0.2,,1,"Similar to coffee, coffee butter is rich in caffeine and antioxidants that improve circulation and reduce puffiness around the eyes. It helps lighten dark circles by promoting a more even skin tone and reducing inflammation.",0,
Copper Pca,"Copper Pyrrolidone Carboxylate, Cu-PCA, Copper PCA, Copper Salt of PCA",Copper PCA,Active,Low Risk,Single,0,Low Risk,Active,Antimicrobial and anti-inflammatory ,1,1,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0.2,,1,"Copper PCA helps regulate sebum production and reduce shine, making it ideal for managing oily skin. It also has anti-inflammatory properties that can help soothe the skin.",0.2,,1,"Stimulates collagen and elastin production, effectively restoring skin firmness and elasticity, and promoting a youthful appearance.",0,,0.2,,0.2,,0.2,,0.2,"Copper PCA helps reduce inflammation and regulate sebum production, which can prevent clogged pores and the formation of blemishes. It also promotes skin healing, reducing the visibility of existing blemishes."
Coriandrum Sativum Seed Oil / Coriander Seed Oil,"Coriander Oil, Coriander Seed Oil, Cilantro Oil, Coriandrum Sativum Oil",Coriandrum Sativum (Coriander) Seed Oil,Active,Moderate Risk,Single,0,High Risk,"Fragrance, Active",Can be irritating for sensitive skin,1,0.2,0.2,1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,0,,0.2,,1,Coriander seed oil has antibacterial properties that help reduce oiliness and prevent acne. It’s effective in balancing sebum production and keeping the skin clear.,0.2,,0.2,,0.2,,-1,,-1,,-1,,0.2,
Hazelnut Oil (Corylus Avellana Seed Oil),"Corylus avellana oil, Hazelnut oil, Filbert oil, Hazelnut Seed Oil",Corylus Avellana (Hazelnut) Seed Oil,Active,Moderate Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing",2,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,0.2,,1,"Rich in fatty acids and antioxidants, it improves skin elasticity and firmness by supporting collagen production and preventing sagging.",0.2,,0,,0.2,,0.2,,0,
Coumarin,"1,2-Benzopyrone, 2H-1-Benzopyran-2-one, Cinnamic acid lactone, Tonka Bean Extract, Benzopyrone",Coumarin,Inactive,High Risk,Single,0,High Risk,Fragrance,Can be irritating for sensitive skin,2,0,-1,-1,-1,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,
Cucumis Sativus (Cucumber) Fruit Extract,"Cucumber Extract, Cucumber Fruit Extract, Cucumis Sativus Extract, Cucumber Juice Extract",Cucumis Sativus (Cucumber) Fruit Extract,Active,Low Risk,Single,0,Low Risk,"Active, Humectant","Cucumber extract is soothing and hydrating, reducing inflammation and redness",0,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0.2,"Cucumber extract has cooling and anti-inflammatory properties that help soothe and reduce redness in rosacea-prone skin. It’s hydrating and calming, making it a beneficial ingredient for sensitive skin.",0.2,,0,,0.2,,1,Cucumber extract has cooling and astringent properties that help reduce oil production and tighten pores. It’s effective in controlling shine and keeping oily skin balanced.,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
